model,regressor,coef,se,tstat,pval,N,r2
direct_DU_llm_lenstd,DU_llm_lenstd_lag,-0.0187907528465456,0.0031610106566673,-5.944539543677769,3.87406429557e-09,37294,0.4181104208891691
direct_DUchain_count,DUchain_count_lag,-0.0018249582499266,0.0008584419847466,-2.125895738601685,0.0337661094963551,37294,0.4173853695392609
direct_DUclosedloop,DUclosedloop_lag,-0.0082763070240617,0.0030176811851561,-2.742604732513428,0.0062086121179163,37294,0.4174876511096954
direct_DUcore,DUcore_lag,-0.0094557143747807,0.0027299984358251,-3.46363353729248,0.0005564245511778,37294,0.4175788760185242
direct_DUkw_mda,DUkw_mda_lag,-0.0005611669039354,0.0001900836505229,-2.952210187911987,0.0032317249570042,37294,0.4176516532897949
