model,regressor,coef,se,tstat,pval,N,r2
DU_stock,DU_stock_lag,-.0123527249263541,.0030189142478352,-4.091777345186926,.0000463949181481,37294,.4178377141095293
DU_dev,DU_dev_lag,-.0047685500442855,.0016054457653935,-2.970234278276422,.0030496490540066,37294,.4176472280748287
DU_app,DU_app_lag,-.011626714176592,.0026097683127551,-4.455075233984208,9.37101940631e-06,37294,.4175855567444311
DU_value,DU_value_lag,-.0616766468248887,.0409600553145994,-1.505775476892613,.132453084302207,37294,.4174383468124935
DU_gov,DU_gov_lag,-.0427319726055083,.0257180653243617,-1.66155471131143,.0969279031155992,37294,.4174159655573029
