model,regressor,coef,se,tstat,pval,N,r2
washgap_direct,WashGap_lag,.0034728458543537,.0016613437413746,2.09038368632867,.0368453660397894,37294,.417393285405171
washgap_joint_kw,DU_kw_lag,-.0044837529919194,.000959675937746,-4.672153187929702,3.40464078838e-06,37294,.4181432365903162
washgap_joint_kw,WashGap_lag,.0057542956314607,.0015592622643074,3.690396261860841,.0002364745525056,37294,.4181432365903162
washgap_joint_llm,DU_llm_lag,-.0064999844610316,.0016234057622496,-4.003918559476088,.0000670969878065,37294,.417895644860133
washgap_joint_llm,WashGap_lag,-.00475402905609,.0029963033473217,-1.586631427134864,.1129247635348996,37294,.417895644860133
