quality,treatment,coef,se,tstat,pval,N,r2
Quality_sub_z,DU_kw,-.0008741158006429,.0010288733800512,-.8495853985447668,.3957509721379654,43721,.418603699730996
Quality_mda_z,DU_kw,.001081326720767,.0007182330011268,1.505537505336792,.1324892929282983,43721,.4186330434200874
Quality_subden_z,DU_kw,.0002425100960589,.0003093796210464,.7838593092805195,.4333009794734412,43721,.4186039914627581
BroadShallow_cont_z,DU_kw,.0002643067986247,.0002306993755928,1.145676263516289,.2521924303774767,43721,.4185816187141135
WashGap_z,DU_kw,-.0006644531333016,.0007448274662062,-.8920899986221117,.3725508506856902,43721,.4185629784868934
