rel_month,Coef,SE,CI_lo,CI_hi,t,p,N,Specification
4,-0.0022254328089114273,0.0026336304412334388,-0.007387348473728968,0.0029364828559061127,-0.8450057282407339,0.3981490494726727,223313,cont_fim
5,0.0003217273876217214,0.0026417253251802882,-0.004856054249731644,0.005499509024975086,0.12178684307376456,0.9030728464779676,223313,cont_fim
6,-0.0007870047871857452,0.002672738631537742,-0.006025572504999719,0.004451562930628228,-0.2944563220283711,0.7684217537915197,223313,cont_fim
7,8.913949860192258e-05,0.0026141310548305806,-0.005034557368866015,0.005212836366069861,0.034099093248291495,0.9727995255599804,223313,cont_fim
8,0.009017930783165755,0.0026772416653424807,0.003770537119094493,0.014265324447237018,3.368366367483734,0.0007620053521648629,223313,cont_fim
9,0.02373529086670827,0.0030708557291332216,0.017716413637607155,0.029754168095809386,7.729210669694269,1.3100631690576847e-14,223313,cont_fim
10,0.0220847293594967,0.002926529133254024,0.016348732258318815,0.027820726460674586,7.546389717617664,5.306866057708248e-14,223313,cont_fim
11,0.022057089138253,0.002889886320105237,0.016392911950846738,0.027721266325659265,7.632511003910278,2.7533531010703882e-14,223313,cont_fim
12,0.02154529208790739,0.002820225363841344,0.016017650374778356,0.027072933801036425,7.639563973909232,2.6201263381153694e-14,223313,cont_fim
13,0.021269174979970957,0.0028110128087553195,0.01575958987481053,0.026778760085131383,7.566374266856747,4.551914400963142e-14,223313,cont_fim
14,0.021242407456645313,0.002784448098678949,0.015784889183234573,0.026699925730056053,7.628947175105739,2.8199664825478976e-14,223313,cont_fim
15,0.00815554000122884,0.0029755707358506502,0.0023234213589615653,0.013987658643496114,2.740832171444699,0.00615068110114092,223313,cont_fim
16,0.0008731163022278014,0.0028848634326112026,-0.004781216025690156,0.006527448630145758,0.30265429287150336,0.7621662280268642,223313,cont_fim
17,-0.0014121230372381372,0.0028805951164526146,-0.007058089465485262,0.0042338433910089875,-0.4902192012937707,0.6240008245375281,223313,cont_fim
18,-0.0021667657771537842,0.003067807081846196,-0.008179667657572328,0.0038461361032647605,-0.7062914059934406,0.48004064090295184,223313,cont_fim
19,-0.0007763387735317146,0.0030879848672256066,-0.006828789113293904,0.005276111566230474,-0.2514062752610619,0.8015105978251209,223313,cont_fim
20,-0.0181943777164403,0.00321107426446426,-0.02448808327479025,-0.01190067215809035,-5.66613420243517,1.54434940391468e-08,223313,cont_fim
21,-0.022589280713000974,0.003357707187746685,-0.029170386800984476,-0.016008174625017472,-6.72759101670219,1.9232615500186512e-11,223313,cont_fim
22,0.0007936790360916591,0.0035456318876290753,-0.006155759463661328,0.007743117535844647,0.22384699293258653,0.8228857290094385,223313,cont_fim
23,0.000990282811532058,0.00363394728525231,-0.006132253867562469,0.008112819490626585,0.272508854366417,0.7852423088629106,223313,cont_fim
