Coef,SE,t,p,Sig,N,R2,Model,Var,FinAsset_coef,FinAsset_se,FinAsset_t,FinAsset_p
-0.004156834533124847,0.0009709279065633646,-4.281300913306857,2.061004318676396e-05,***,43847,0.42496054957466145,(1),DU_kw,,,,
-0.004088065114019305,0.001177939653388516,-3.470521687812603,0.0005445570144224643,***,43847,0.4246078021465396,(2),DU_kw_ln,,,,
-0.0034823287785045497,0.0007398165251197475,-4.707016753837577,2.9162630714729687e-06,***,43847,0.4246092072208746,(3),DU_sub_ln,,,,
-0.001778536077756616,0.0006080673277113865,-2.92489991930759,0.003533952785014449,***,34558,0.33176827872606607,(4),DU_kw,,,,
0.010772950665510497,0.006031038695430317,1.786251292612846,0.07442220149394774,*,34062,0.6155883836680203,(5),DU_kw,,,,
-0.004143959907018888,0.000965363250819146,-4.292643109733654,1.9604959946128986e-05,***,43847,0.4250010885473914,(6),DU_kw,-0.015294655576986215,0.014199442006595911,-1.0771307471012985,0.2817153777810204
