变量,(1),(2),(3),(4),(5),(6),(7)
DUchain(t-1),−0.0018**,,,,,,
,(0.0009),,,,,,
DUclosed(t-1),,−0.0083***,,,,,
,,(0.0030),,,,,
DUcore(t-1),,,−0.0095***,,,,
,,,(0.0027),,,,
DUkwMDA(t-1),,,,−0.0006***,,,
,,,,(0.0002),,,
WashGap(t-1),,,,,+0.0035**,,
,,,,,(0.0017),,
BroadShallow(t-1),,,,,,+0.0046,
,,,,,,(0.0036),
DUkw(t-1),,,,,,,−0.0016
,,,,,,,(0.0012)
DUllmLenstd(t-1),,,,,,,−0.0146***
,,,,,,,(0.0039)
N,"37,294","37,294","37,294","37,294","37,294","37,294","37,294"
