outcome,exposure,event,term,coef,se_city_cluster,t,p,sig,ci_low,ci_high,n_input,clusters_city
InvestIneff,natural_highlev_pre,0,es_event0_natural_highlev_pre,-0.009280371144172718,0.004151151600553413,-2.2356136410280705,0.026285919847772732,**,-0.01745720327847399,-0.0011035390098714463,22884,397
InvestIneff,natural_highlev_pre,+1,es_lag1_natural_highlev_pre,-0.004687138649956061,0.00431695757507178,-1.0857504546771288,0.2786653270738917,,-0.013190571147472248,0.0038162938475601255,22884,397
InvestIneff,natural_highlev_pre,>=+2,es_lag2p_natural_highlev_pre,-0.009111376076503877,0.005418947938485506,-1.6813920672303664,0.09397151310374952,*,-0.019785480975878483,0.0015627288228707275,22884,397
CustHHI,high_lev_pre,<=-4,es_lead4m_high_lev_pre,-0.03220422845824024,1.3386535070964765,-0.024057180060052155,0.9808295211681395,,-2.670909676795975,2.606501219879494,18164,370
CustHHI,high_lev_pre,-3,es_lead3_high_lev_pre,0.20698325989929087,0.501555548137829,0.4126826244227115,0.6802542447437627,,-0.781664923143886,1.1956314429424677,18164,370
CustHHI,high_lev_pre,-2,es_lead2_high_lev_pre,0.043762771028751105,0.4722939578706049,0.09266002729753502,0.9262607469733641,,-0.8872060220484412,0.9747315641059435,18164,370
CustHHI,high_lev_pre,0,es_event0_high_lev_pre,-0.239612392235768,0.49060290480989377,-0.4884039411234563,0.6257661833203529,,-1.2066711203005553,0.7274463358290194,18164,370
CustHHI,high_lev_pre,+1,es_lag1_high_lev_pre,-1.0225537332398111,0.3956023410496424,-2.5848020275276764,0.010411058830036346,**,-1.8023507809217114,-0.24275668555791097,18164,370
CustHHI,high_lev_pre,>=+2,es_lag2p_high_lev_pre,-0.4139943139429209,0.7526221107093654,-0.5500692951376632,0.5828481946513471,,-1.8975358379745917,1.0695472100887498,18164,370
InvestIneff,private_highlev_pre,<=-4,es_lead4m_private_highlev_pre,-0.03495395490628665,0.008972966258137021,-3.895473793249707,0.0001267405730485116,***,-0.05262867409258532,-0.017279235719987983,22884,397
InvestIneff,private_highlev_pre,-3,es_lead3_private_highlev_pre,-0.007759053473264452,0.006622520031920064,-1.1716164595752645,0.24249855412750287,,-0.020803923865335573,0.005285816918806668,22884,397
InvestIneff,private_highlev_pre,-2,es_lead2_private_highlev_pre,-0.022954017537547434,0.005858173542986402,-3.9182890996851296,0.00011597419061115666,***,-0.03449329778648336,-0.011414737288611511,22884,397
InvestIneff,private_highlev_pre,0,es_event0_private_highlev_pre,-0.012086428184447665,0.0035139393423996887,-3.4395665396414543,0.000685558817648424,***,-0.019008095928186225,-0.0051647604407091055,22884,397
InvestIneff,private_highlev_pre,+1,es_lag1_private_highlev_pre,-0.0077689699104986866,0.004656600584123322,-1.668377987364213,0.09652867923817121,*,-0.01694142251083,0.0014034826898326287,22884,397
InvestIneff,private_highlev_pre,>=+2,es_lag2p_private_highlev_pre,-0.011700423350160732,0.006147442479210105,-1.9032993622518837,0.05818318564773728,*,-0.023809498143062185,0.00040865144274072375,22884,397
AuditFee,private_pre,<=-4,es_lead4m_private_pre,-0.02069155482761418,0.010555349715509553,-1.9602907895330977,0.051050629119209434,*,-0.041478316590821816,9.520693559345733e-05,26490,406
AuditFee,private_pre,-3,es_lead3_private_pre,-0.023126426718480548,0.034723233059103055,-0.6660217002004575,0.5059992838621761,,-0.09150725660110913,0.04525440316414804,26490,406
AuditFee,private_pre,-2,es_lead2_private_pre,-0.014274544811894618,0.02930553527438238,-0.48709380935187363,0.6266102919773551,,-0.07198624518282422,0.043437155559034976,26490,406
AuditFee,private_pre,0,es_event0_private_pre,0.0007537895019473735,0.01936241436846415,0.03893055316361174,0.9689762181749948,,-0.03737681777166897,0.03888439677556371,26490,406
AuditFee,private_pre,+1,es_lag1_private_pre,0.003600404557973824,0.013651726304138507,0.2637325476472792,0.7921990128444465,,-0.0232840843494544,0.03048489346540205,26490,406
AuditFee,private_pre,>=+2,es_lag2p_private_pre,0.011812584416459687,0.020162430807177074,0.5858710454820183,0.5584803497799635,,-0.027893503685967123,0.0515186725188865,26490,406
NCSKEW,private_highlev_pre,<=-4,es_lead4m_private_highlev_pre,-0.001794000254958037,0.06466743855660641,-0.027741940843809133,0.9778896711039964,,-0.1291442705295563,0.1255562700196402,26541,406
NCSKEW,private_highlev_pre,-3,es_lead3_private_highlev_pre,-0.025471689893084633,0.037401392073504146,-0.6810358781038329,0.49646675152550346,,-0.09912664663051018,0.04818326684434091,26541,406
NCSKEW,private_highlev_pre,-2,es_lead2_private_highlev_pre,-0.005179519962122934,0.032362554453491565,-0.16004669747459074,0.8729709932090017,,-0.06891144051470395,0.05855240059045809,26541,406
NCSKEW,private_highlev_pre,0,es_event0_private_highlev_pre,0.04736272582675918,0.055844412149522925,0.8481193373465173,0.3971669002793783,,-0.06261226528631102,0.1573377169398294,26541,406
NCSKEW,private_highlev_pre,+1,es_lag1_private_highlev_pre,0.11253960716070656,0.021603187329003966,5.20939829140922,3.9092686732189463e-07,***,0.06999622201126689,0.15508299231014622,26541,406
NCSKEW,private_highlev_pre,>=+2,es_lag2p_private_highlev_pre,-0.04330412073891006,0.06996377227826983,-0.6189506272857155,0.5365014243486637,,-0.1810845169930288,0.0944762755152087,26541,406
InvestIneff,private_pre,<=-4,es_lead4m_private_pre,-0.012189057741970467,0.010915853077997036,-1.116638127581601,0.2652519798423878,,-0.03369082563923981,0.009312710155298873,22884,397
InvestIneff,private_pre,-3,es_lead3_private_pre,-0.012573577909859354,0.007822330380809286,-1.6073954049174937,0.10926619290164408,,-0.027981804006539455,0.0028346481868207485,22884,397
InvestIneff,private_pre,-2,es_lead2_private_pre,-0.003979900820377326,0.011641751736087776,-0.34186442990707305,0.7327483846205975,,-0.026911525308027814,0.01895172366727316,22884,397
InvestIneff,private_pre,0,es_event0_private_pre,0.0018401060021145687,0.005106745098095207,0.3603285393666741,0.7189144602133433,,-0.008219029736079993,0.01189924174030913,22884,397
InvestIneff,private_pre,+1,es_lag1_private_pre,-0.0008049364391235304,0.010255766028420604,-0.07848623270976583,0.93750587202287,,-0.021006481767385003,0.01939660888913794,22884,397
InvestIneff,private_pre,>=+2,es_lag2p_private_pre,-0.007662252476059058,0.010580819827231715,-0.7241643465413541,0.4696614554894918,,-0.028504080454354572,0.013179575502236456,22884,397
