outcome,exposure,event,term,coef,se_city_cluster,t,p,sig,ci_low,ci_high,n_input,clusters_city
Lev,natural_highlev_pre,-2,es_lead2_natural_highlev_pre,0.0011288940151201396,0.014633470083861741,0.07714465595997767,0.9385689629574767,,-0.02768895329460075,0.029946741324841028,26541,406
Lev,natural_highlev_pre,0,es_event0_natural_highlev_pre,-0.012712461799788473,0.0056756738833146254,-2.2398154053848356,0.025965032139763533,**,-0.02388962636921698,-0.0015352972303599634,26541,406
Lev,natural_highlev_pre,+1,es_lag1_natural_highlev_pre,-0.025266154640492616,0.01049777940337448,-2.4068094469932264,0.016804124851351077,**,-0.04593954257950314,-0.004592766701482096,26541,406
Lev,natural_highlev_pre,>=+2,es_lag2p_natural_highlev_pre,-0.019601273349733335,0.006215397896430066,-3.1536634784060578,0.0018054707638561762,***,-0.031841322122991504,-0.007361224576475166,26541,406
Lev,private_highlev_pre,<=-4,es_lead4m_private_highlev_pre,0.001229174285742347,0.013095256988492787,0.09386408276083937,0.9252908346289468,,-0.024559453716588017,0.02701780228807271,26541,406
Lev,private_highlev_pre,-3,es_lead3_private_highlev_pre,0.016198146931815694,0.013608221665853001,1.1903206259831562,0.23502735052808243,,-0.010600667831599419,0.042996961695230804,26541,406
Lev,private_highlev_pre,-2,es_lead2_private_highlev_pre,0.001756444586077976,0.015164465559009518,0.11582634279085666,0.907881332796044,,-0.02810709772539352,0.031619986897549475,26541,406
Lev,private_highlev_pre,0,es_event0_private_highlev_pre,-0.013649850917031178,0.005571388388074605,-2.4499909118251906,0.014958919845044605,**,-0.024621644958401558,-0.0026780568756608007,26541,406
Lev,private_highlev_pre,+1,es_lag1_private_highlev_pre,-0.02845964645400095,0.009408579162028063,-3.024861242477588,0.0027416361866008376,***,-0.046988060845045684,-0.009931232062956218,26541,406
Lev,private_highlev_pre,>=+2,es_lag2p_private_highlev_pre,-0.026457152848886396,0.008937190523239397,-2.960343385327839,0.0033624142370831667,***,-0.044057256611057784,-0.008857049086715009,26541,406
Lev,high_lev_pre,<=-4,es_lead4m_high_lev_pre,0.01679545707665871,0.009138283614635442,1.8379225010876115,0.06723708109918047,*,-0.0012006614359225572,0.03479157558923998,26541,406
Lev,high_lev_pre,-3,es_lead3_high_lev_pre,0.028987679402445052,0.007106413289385258,4.079087188152076,6.0491260815753733e-05,***,0.01499294459794189,0.04298241420694821,26541,406
Lev,high_lev_pre,-2,es_lead2_high_lev_pre,0.008100631745868092,0.009380799202451402,0.8635332204692352,0.3886558460822447,,-0.010373075277152337,0.026574338768888518,26541,406
Lev,high_lev_pre,0,es_event0_high_lev_pre,-0.00996534361947239,0.007049857782120828,-1.413552432893829,0.1587129364995672,,-0.023848703065736526,0.003918015826791748,26541,406
Lev,high_lev_pre,+1,es_lag1_high_lev_pre,-0.02366035942219705,0.008077419347923864,-2.929197854297173,0.003706016240145882,***,-0.03956730672116789,-0.007753412123226208,26541,406
