exposure,y_family,y_name,event_year,coef,se,t_stat,p_value,N,sig_10,sig_05,sig_01
gap,supply_chain,SCConc,2024,.4273429461164835,.14519812,2.9431713,.0061047263,21939,1,1,1
gap,supply_chain,SuppConc,2019,.5339230381494938,.67550027,.79041129,.43529284,21886,0,0,0
gap,supply_chain,SuppConc,2020,-.2768604445639002,.61768466,-.44822294,.65710944,21886,0,0,0
gap,supply_chain,SuppConc,2021,.0413485725856081,.53833461,.076808311,.9392696,21886,0,0,0
gap,supply_chain,SuppConc,2023,.2825468959271616,.37322834,.75703496,.4547447,21886,0,0,0
gap,supply_chain,SuppConc,2024,.0468186491516124,.2725285,.17179358,.86471641,21886,0,0,0
gap,valuation,TobinQ,2019,-.1111090793523669,.037799031,-2.9394691,.0061618146,22096,1,1,1
gap,valuation,TobinQ,2020,-.0654306577668378,.024164248,-2.7077465,.01092336,22096,1,1,1
gap,valuation,TobinQ,2021,-.0302882424312494,.014125403,-2.1442392,.039964832,22096,1,1,0
gap,valuation,TobinQ,2023,.0122221630991227,.025057882,.48775721,.62915379,22096,0,0,0
gap,valuation,TobinQ,2024,.021797201931328,.030716062,.70963532,.48323423,22096,0,0,0
wany,analyst_info,Analyst,2019,.0022495749842543,.043167479,.052112725,.95877326,22096,0,0,0
wany,analyst_info,Analyst,2020,-.0039086957101618,.039376356,-.099265046,.92156696,22096,0,0,0
wany,analyst_info,Analyst,2021,-.0008791187187048,.025133204,-.034978379,.97232127,22096,0,0,0
wany,analyst_info,Analyst,2023,-.0408840533814227,.021967387,-1.8611251,.072233662,22096,1,0,0
wany,analyst_info,Analyst,2024,-.0539694339231361,.029382292,-1.8368013,.075844221,22096,1,0,0
wany,analyst_info,ForecastDisp,2019,.0114536212391745,.01703953,.6721794,.50644886,9725,0,0,0
wany,analyst_info,ForecastDisp,2020,.0104695229126982,.020986706,.4988645,.62139654,9725,0,0,0
wany,analyst_info,ForecastDisp,2021,.0094356190332237,.013687131,.68937892,.49571306,9725,0,0,0
wany,analyst_info,ForecastDisp,2023,.0069821020227338,.014787089,.47217557,.64010853,9725,0,0,0
wany,analyst_info,ForecastDisp,2024,.0421171116057925,.01142158,3.6875031,.00086342864,9725,1,1,1
wany,analyst_info,RatingDisp,2019,-.0057783188857947,.012885989,-.44841874,.65696973,11905,0,0,0
wany,analyst_info,RatingDisp,2020,.0087671175963212,.010678009,.82104421,.41789058,11905,0,0,0
wany,analyst_info,RatingDisp,2021,-.0099794564461081,.0092008254,-1.0846262,.28645068,11905,0,0,0
wany,analyst_info,RatingDisp,2023,.0057565890381565,.013752368,.41858894,.67840254,11905,0,0,0
wany,analyst_info,RatingDisp,2024,.0069468625998055,.013420989,.5176118,.60840338,11905,0,0,0
wany,analyst_info,ReportFreq,2019,-.1528989878844449,.063918211,-2.3921039,.023001647,12451,1,1,0
wany,analyst_info,ReportFreq,2020,-.0779731631126483,.041807801,-1.8650386,.071666732,12451,1,0,0
wany,analyst_info,ReportFreq,2021,-.0597848386599756,.061947625,-.96508688,.34197018,12451,0,0,0
wany,analyst_info,ReportFreq,2023,-.0520157320183667,.051707935,-1.0059526,.32222629,12451,0,0,0
wany,analyst_info,ReportFreq,2024,-.0556892127060054,.055232123,-1.0082759,.32112774,12451,0,0,0
