y_name,nonmissing_reg_sample,mean,sd,p01,median,p99
AbsorbRatio60,43706,11.385328682938852,29.75323100904212,0.045034920878656355,3.09952583229321,225.61468616794522
AbsorbLogRatio60,43706,1.1411820739823866,1.5571000351982782,-3.0599981158024434,1.128564124232264,5.280287279645331
AbsorbShare60,43706,0.6933231195339018,0.24405774039732084,0.04309452069164037,0.75607497651845,0.9955920208044099
ICOE_PEG,26332,0.11088274699117974,0.0395155563111699,0.03308900139000187,0.10698961019637197,0.24052817397913842
ICOE_EY,28684,0.05983880697368553,0.039745398083281425,0.005347475609258277,0.05070730893844101,0.2127472726273176
PEAD60_abs,43706,0.14223815822083924,0.13561526451920444,0.0019346824999999907,0.10323650000000001,0.717360997499998
CS_Spread,43735,0.00889547953865412,0.002328174862210955,0.0044624453226141305,0.008624939046065072,0.015678862551935107
