exposure,y_family,y_name,event_time,coef,se,t_stat,p_value,N,sig_10,sig_05,sig_01
gap17,audit_accounting,AuditFee,p2,-.0156919823573711,.024359891,-.64417297,.51986897,19195,0,0,0
gap17,audit_accounting,AuditFee,p3,-.0142846725223623,.026011309,-.54917163,.58322442,19195,0,0,0
gap17,first_stage,DU_kw,m2,-.0550690437336718,.084890358,-.64870787,.51693624,19222,0,0,0
gap17,first_stage,DU_kw,m3,-.0220986064853434,.092408314,-.2391409,.81113094,19222,0,0,0
gap17,first_stage,DU_kw,p0,.1040479596889119,.044708353,2.32726,.020499267,19222,1,1,0
gap17,first_stage,DU_kw,p1,.1544785174495631,.075224116,2.0535772,.040730644,19222,1,1,0
gap17,first_stage,DU_kw,p2,.2885205990562055,.10664391,2.7054577,.0071418178,19222,1,1,1
gap17,first_stage,DU_kw,p3,.4150985980888423,.17123196,2.4241889,.015829051,19222,1,1,0
gap17,first_stage,HardCap_direct_v1,m2,-.0501254277785648,.063784175,-.78585994,.43246081,19222,0,0,0
gap17,first_stage,HardCap_direct_v1,m3,-.0151039042674182,.065127499,-.23191285,.81673604,19222,0,0,0
gap17,first_stage,HardCap_direct_v1,p0,-.0712381812178915,.049243845,-1.4466413,.14885795,19222,0,0,0
gap17,first_stage,HardCap_direct_v1,p1,-.0091480678481291,.046945091,-.19486739,.84560549,19222,0,0,0
gap17,first_stage,HardCap_direct_v1,p2,.0675835773718002,.058580525,1.1536868,.24938557,19222,0,0,0
gap17,first_stage,HardCap_direct_v1,p3,.0976981894611068,.12146481,.80433327,.42172953,19222,0,0,0
gap17,first_stage,asset_trade_d,m2,-.0437131379301392,.018890115,-2.3140748,.021219838,19222,1,1,0
gap17,first_stage,asset_trade_d,m3,-.0539758820332153,.013541616,-3.9859259,.000081232836,19222,1,1,1
gap17,first_stage,asset_trade_d,p0,.0093235811152804,.021674167,.43017021,.66732639,19222,0,0,0
gap17,first_stage,asset_trade_d,p1,.0079772943834024,.022289947,.35788757,.72063488,19222,0,0,0
gap17,first_stage,asset_trade_d,p2,.0300050487623955,.035289492,.85025448,.39574254,19222,0,0,0
gap17,first_stage,asset_trade_d,p3,.035962818035447,.028265037,1.2723429,.20406349,19222,0,0,0
gap17,first_stage,asset_trade_kw,m2,-.0078203059369554,.0058971317,-1.3261203,.18563136,19222,0,0,0
gap17,first_stage,asset_trade_kw,m3,-.0118125622460034,.010983637,-1.0754691,.28287706,19222,0,0,0
gap17,first_stage,asset_trade_kw,p0,.0402199755921851,.013535792,2.9713795,.0031616252,19222,1,1,1
gap17,first_stage,asset_trade_kw,p1,.0644477919179845,.025703605,2.5073445,.012599032,19222,1,1,0
gap17,first_stage,asset_trade_kw,p2,.0801601273520604,.049683314,1.6134214,.10751953,19222,0,0,0
gap17,first_stage,asset_trade_kw,p3,.141586502396216,.032936338,4.2987928,.000022076747,19222,1,1,1
gap17,first_stage,has_data_content,m2,.0593294054607513,.020820353,2.849587,.0046266271,19220,1,1,1
gap17,first_stage,has_data_content,m3,.1206282563613149,.033446971,3.6065524,.00035359646,19220,1,1,1
gap17,first_stage,has_data_content,p0,-.0267671198242047,.034472007,-.77648854,.43796483,19220,0,0,0
gap17,first_stage,has_data_content,p1,-.0600513372588178,.026761536,-2.2439423,.025436658,19220,1,1,0
gap17,first_stage,has_data_content,p2,-.0770486505772918,.023563687,-3.2698047,.0011788642,19220,1,1,1
gap17,first_stage,has_data_content,p3,-.1719769899384716,.057992537,-2.9655023,.0032211915,19220,1,1,1
gap17,first_stage,ln_n_paragraphs,m2,.0901148672181794,.067574903,1.3335552,.18318354,19220,0,0,0
gap17,first_stage,ln_n_paragraphs,m3,.3537375008358189,.098990835,3.5734367,.00039974303,19220,1,1,1
gap17,first_stage,ln_n_paragraphs,p0,-.0705306938842333,.10563955,-.66765422,.50477743,19220,0,0,0
gap17,first_stage,ln_n_paragraphs,p1,-.3426985293376109,.11034829,-3.105608,.0020477904,19220,1,1,1
gap17,first_stage,ln_n_paragraphs,p2,-.3462688004552526,.13236481,-2.6160185,.0092665264,19220,1,1,1
gap17,first_stage,ln_n_paragraphs,p3,-.7717188252040629,.15937318,-4.8422127,1.9018121e-06,19220,1,1,1
gap17,first_stage,score1,m2,.0512375805024564,.069094159,.74156171,.4588311,19220,0,0,0
gap17,first_stage,score1,m3,.1206225514027168,.077295229,1.5605433,.11950053,19220,0,0,0
gap17,first_stage,score1,p0,-.1987038408549307,.074394189,-2.670959,.0079029724,19220,1,1,1
gap17,first_stage,score1,p1,-.2507316275963505,.071979798,-3.483361,.00055546087,19220,1,1,1
gap17,first_stage,score1,p2,-.2630477363234492,.070494741,-3.731452,.00022078936,19220,1,1,1
gap17,first_stage,score1,p3,-.4677454736392851,.12155028,-3.8481643,.00014051567,19220,1,1,1
gap17,first_stage,score2,m2,-.0462896309558655,.034596734,-1.3379769,.18173921,19220,0,0,0
gap17,first_stage,score2,m3,.0451387177268266,.029961146,1.5065751,.13278691,19220,0,0,0
gap17,first_stage,score2,p0,.0270170719238225,.032176379,.83965546,.40165272,19220,0,0,0
gap17,first_stage,score2,p1,-.0257759427468878,.031852517,-.80922782,.41891274,19220,0,0,0
gap17,first_stage,score2,p2,-.1399785680624793,.049650118,-2.8192997,.0050760647,19220,1,1,1
gap17,first_stage,score2,p3,-.1392248175353093,.050372832,-2.7638869,.0060021481,19220,1,1,1
gap17,first_stage,strict_at_d,m2,-.0301414324487992,.01550742,-1.9436781,.05270464,19222,1,0,0
gap17,first_stage,strict_at_d,m3,-.035498049089431,.016772356,-2.1164615,.034983777,19222,1,1,0
gap17,first_stage,strict_at_d,p0,-.0065498436672059,.021945534,-.29845908,.76552314,19222,0,0,0
gap17,first_stage,strict_at_d,p1,.0245311109272164,.020878572,1.174942,.24078593,19222,0,0,0
gap17,first_stage,strict_at_d,p2,.0308080907962746,.022756007,1.3538444,.17662601,19222,0,0,0
gap17,first_stage,strict_at_d,p3,.0077523256808719,.015735779,.49265596,.62255269,19222,0,0,0
gap17,first_stage,strict_at_kw,m2,-.004251366801773,.0027143771,-1.5662402,.11816129,19222,0,0,0
gap17,first_stage,strict_at_kw,m3,-.0050933715575829,.0027903607,-1.8253453,.068768248,19222,1,0,0
gap17,first_stage,strict_at_kw,p0,.0151194285654,.0045758192,3.3042014,.0010470359,19222,1,1,1
gap17,first_stage,strict_at_kw,p1,.0199228043872305,.0092214709,2.1604803,.031387534,19222,1,1,0
gap17,first_stage,strict_at_kw,p2,.0315465334659279,.023884892,1.3207735,.18740666,19222,0,0,0
gap17,first_stage,strict_at_kw,p3,.0487787371973977,.012918517,3.7758772,.00018614846,19222,1,1,1
gap17,mismatch_x,NarrHardGap_direct_v1,m2,.0109782744828382,.012147911,.90371704,.36674315,19222,0,0,0
gap17,mismatch_x,NarrHardGap_direct_v1,m3,.0759690319201747,.01232138,6.165627,1.8659543e-09,19222,1,1,1
gap17,mismatch_x,NarrHardGap_direct_v1,p0,-.0360065340044733,.013128808,-2.7425592,.0063975514,19222,1,1,1
gap17,mismatch_x,NarrHardGap_direct_v1,p1,-.0896324016019417,.017377714,-5.1578937,4.1109399e-07,19222,1,1,1
gap17,mismatch_x,NarrHardGap_direct_v1,p2,-.1049346239212208,.015767818,-6.6549864,1.0435943e-10,19222,1,1,1
gap17,mismatch_x,NarrHardGap_direct_v1,p3,-.0999089240855483,.010738066,-9.3041821,1.2898580e-18,19222,1,1,1
gap17,mismatch_x,NarrHardVerified_direct_v1,m2,-.0181432888118525,.015828429,-1.146247,.25244591,19222,0,0,0
gap17,mismatch_x,NarrHardVerified_direct_v1,m3,-.0318207460870403,.023120062,-1.3763261,.16956677,19222,0,0,0
gap17,mismatch_x,NarrHardVerified_direct_v1,p0,-.0242735387664815,.016017685,-1.5154212,.13053367,19222,0,0,0
gap17,mismatch_x,NarrHardVerified_direct_v1,p1,.0119819521724689,.026876535,.44581461,.6559962,19222,0,0,0
gap17,mismatch_x,NarrHardVerified_direct_v1,p2,.0037957442188174,.029313056,.12948988,.89704156,19222,0,0,0
gap17,mismatch_x,NarrHardVerified_direct_v1,p3,-.0113501968041491,.03319633,-.3419112,.73261505,19222,0,0,0
gap17,mismatch_x,NarrHardWashing_direct_v1,m2,.0205180721203961,.012169518,1.6860218,.092648506,19222,1,0,0
gap17,mismatch_x,NarrHardWashing_direct_v1,m3,.0921485824621893,.013179185,6.9919786,1.3031798e-11,19222,1,1,1
gap17,mismatch_x,NarrHardWashing_direct_v1,p0,-.0171949652334893,.016652279,-1.0325893,.30248171,19222,0,0,0
gap17,mismatch_x,NarrHardWashing_direct_v1,p1,-.0552959125090391,.020222602,-2.7343616,.0065556872,19222,1,1,1
gap17,mismatch_x,NarrHardWashing_direct_v1,p2,-.0562101914416327,.022385389,-2.5110214,.012470815,19222,1,1,0
gap17,mismatch_x,NarrHardWashing_direct_v1,p3,-.0887371345523589,.0205127,-4.3259606,.000019640809,19222,1,1,1
gap17,pricing_efficiency,PriceDelay,m2,.0029581892641056,.0097471466,.30349284,.7616877,19222,0,0,0
gap17,pricing_efficiency,PriceDelay,m3,.0033896045398686,.0070637469,.47985929,.63161564,19222,0,0,0
gap17,pricing_efficiency,PriceDelay,p0,.0051271973206739,.010300458,.49776402,.61895096,19222,0,0,0
gap17,pricing_efficiency,PriceDelay,p1,-.0019144014828771,.009915282,-.19307585,.84700727,19222,0,0,0
gap17,pricing_efficiency,PriceDelay,p2,.0095299163934578,.009520933,1.0009435,.31751901,19222,0,0,0
gap17,pricing_efficiency,PriceDelay,p3,.0114257254235704,.0093787052,1.2182626,.22391325,19222,0,0,0
gap17,pricing_efficiency,SYNCH,m2,-.001033019596871,.030791782,-.033548549,.97325552,19207,0,0,0
gap17,pricing_efficiency,SYNCH,m3,.0591044104281247,.031605646,1.8700585,.062278148,19207,1,0,0
gap17,pricing_efficiency,SYNCH,p0,-.050043016807447,.047665749,-1.0498737,.29447272,19207,0,0,0
gap17,pricing_efficiency,SYNCH,p1,-.0123535687368541,.041032549,-.30106753,.7635349,19207,0,0,0
gap17,pricing_efficiency,SYNCH,p2,.0107995387095414,.035346806,.30553082,.76013654,19207,0,0,0
gap17,pricing_efficiency,SYNCH,p3,.0857425850541828,.048124388,1.7816868,.075633951,19207,1,0,0
gap17,valuation,TobinQ,m2,-.0419170059568534,.04285226,-.97817492,.32863748,19222,0,0,0
gap17,valuation,TobinQ,m3,-.1738466786734097,.052109513,-3.3361793,.00093689124,19222,1,1,1
gap17,valuation,TobinQ,p0,-.0454266035058985,.047509957,-.9561491,.3396315,19222,0,0,0
gap17,valuation,TobinQ,p1,-.0129416833817768,.073076315,-.1770982,.85952973,19222,0,0,0
gap17,valuation,TobinQ,p2,.0025381919095946,.073759131,.0344119,.97256756,19222,0,0,0
gap17,valuation,TobinQ,p3,.0952248590397151,.098349713,.96822709,.33357385,19222,0,0,0
highgap17,analyst_info,Analyst,m2,.0922056491418052,.032054566,2.8765216,.0042576636,19222,1,1,1
highgap17,analyst_info,Analyst,m3,.0518381774183166,.046945225,1.1042268,.27022418,19222,0,0,0
highgap17,analyst_info,Analyst,p0,-.0660465820792546,.036108855,-1.8290966,.068203121,19222,1,0,0
highgap17,analyst_info,Analyst,p1,.0378055259110603,.048807792,.77457976,.43909088,19222,0,0,0
highgap17,analyst_info,Analyst,p2,.0774753074791236,.056193504,1.3787235,.1688267,19222,0,0,0
highgap17,analyst_info,Analyst,p3,.0449123517858805,.087465815,.51348466,.60792387,19222,0,0,0
highgap17,analyst_info,RatingDisp,m2,.0427170548863192,.040079527,1.0658073,.2873764,10048,0,0,0
highgap17,analyst_info,RatingDisp,m3,.0404972163428659,.037071932,1.0923955,.27554455,10048,0,0,0
highgap17,analyst_info,RatingDisp,p0,.0375349166188016,.047580358,.78887415,.4308148,10048,0,0,0
highgap17,analyst_info,RatingDisp,p1,.0477020953242118,.036229465,1.3166658,.1889658,10048,0,0,0
highgap17,analyst_info,RatingDisp,p2,.0612470798953,.03222768,1.9004495,.058342312,10048,1,0,0
highgap17,analyst_info,RatingDisp,p3,.0507248422384088,.039695177,1.2778591,.202297,10048,0,0,0
highgap17,analyst_info,ReportFreq,m2,-.0110182796782432,.045305073,-.24320188,.80801195,10578,0,0,0
highgap17,analyst_info,ReportFreq,m3,.0363784029943588,.080059491,.45439214,.64986879,10578,0,0,0
highgap17,analyst_info,ReportFreq,p0,.075033052987376,.077774882,.96474665,.33543354,10578,0,0,0
highgap17,analyst_info,ReportFreq,p1,.1926416779382361,.081518024,2.363179,.01874399,10578,1,1,0
highgap17,analyst_info,ReportFreq,p2,.1646933119436716,.063990988,2.5736954,.01053241,10578,1,1,0
highgap17,analyst_info,ReportFreq,p3,.1297322712016095,.076136008,1.7039541,.089404821,10578,1,0,0
highgap17,audit_accounting,AuditFee,m2,.0059479183813499,.013096999,.45414358,.64999616,19195,0,0,0
highgap17,audit_accounting,AuditFee,m3,.0011443490234696,.013992633,.081782252,.93486482,19195,0,0,0
highgap17,audit_accounting,AuditFee,p0,-.0114640601669936,.011639165,-.98495555,.32530013,19195,0,0,0
highgap17,audit_accounting,AuditFee,p1,-.029912361267374,.017682491,-1.6916373,.091571026,19195,1,0,0
highgap17,audit_accounting,AuditFee,p2,-.0559554240738425,.026941173,-2.0769484,.038507275,19195,1,1,0
highgap17,audit_accounting,AuditFee,p3,-.0527217019292235,.031407058,-1.6786577,.094076984,19195,1,0,0
highgap17,first_stage,DU_kw,m2,.0076996192786095,.087111548,.088388048,.92961687,19222,0,0,0
highgap17,first_stage,DU_kw,m3,.0646523109207628,.096436933,.67041028,.50302136,19222,0,0,0
highgap17,first_stage,DU_kw,p0,-.0275756115243836,.053193137,-.51840544,.6044904,19222,0,0,0
highgap17,first_stage,DU_kw,p1,-.0213349010704817,.040822949,-.52262026,.60155648,19222,0,0,0
highgap17,first_stage,DU_kw,p2,.0078256080665774,.043186128,.18120652,.85630631,19222,0,0,0
highgap17,first_stage,DU_kw,p3,.0573678365092961,.14035483,.40873435,.68297499,19222,0,0,0
highgap17,first_stage,HardCap_direct_v1,m2,-.0437360671034246,.077051692,-.5676198,.57064307,19222,0,0,0
highgap17,first_stage,HardCap_direct_v1,m3,-.0388315354397769,.088616714,-.43819651,.66150373,19222,0,0,0
highgap17,first_stage,HardCap_direct_v1,p0,-.0710816811982085,.079517983,-.89390701,.37196231,19222,0,0,0
highgap17,first_stage,HardCap_direct_v1,p1,-.0267980921442928,.068787985,-.38957518,.69707853,19222,0,0,0
highgap17,first_stage,HardCap_direct_v1,p2,.0730817725313947,.081417337,.89761931,.36998186,19222,0,0,0
highgap17,first_stage,HardCap_direct_v1,p3,.0952645443584017,.14775741,.64473611,.51950431,19222,0,0,0
highgap17,first_stage,asset_trade_d,m2,-.0286917174558782,.01952545,-1.4694523,.14257389,19222,0,0,0
highgap17,first_stage,asset_trade_d,m3,-.0068755305093153,.013138003,-.52333152,.601062,19222,0,0,0
highgap17,first_stage,asset_trade_d,p0,-.0050548567805262,.011687125,-.432515,.66562331,19222,0,0,0
highgap17,first_stage,asset_trade_d,p1,.0134249893168065,.02217119,.60551506,.54521418,19222,0,0,0
highgap17,first_stage,asset_trade_d,p2,-.0099639899380525,.028449254,-.35023731,.72636318,19222,0,0,0
highgap17,first_stage,asset_trade_d,p3,-.0263027367716002,.016844917,-1.5614643,.1192832,19222,0,0,0
highgap17,first_stage,asset_trade_kw,m2,.0017298351448857,.0049281511,.35101098,.72578317,19222,0,0,0
highgap17,first_stage,asset_trade_kw,m3,.0020731727075469,.0060043777,.34527686,.73008567,19222,0,0,0
highgap17,first_stage,asset_trade_kw,p0,.0018513607933667,.01230949,.1504011,.88053149,19222,0,0,0
highgap17,first_stage,asset_trade_kw,p1,.0108025961041989,.022486376,.48040625,.63122714,19222,0,0,0
highgap17,first_stage,asset_trade_kw,p2,.013283508795905,.027923608,.4757089,.63456714,19222,0,0,0
highgap17,first_stage,asset_trade_kw,p3,.0613649883009991,.02439104,2.5158825,.012303094,19222,1,1,0
highgap17,first_stage,has_data_content,m2,.0244249886797344,.01855443,1.3163966,.18886924,19220,0,0,0
highgap17,first_stage,has_data_content,m3,.0243828688271684,.02920318,.83493882,.4042998,19220,0,0,0
highgap17,first_stage,has_data_content,p0,-.0048021503535591,.037976634,-.12645014,.89944541,19220,0,0,0
highgap17,first_stage,has_data_content,p1,.0035788230406413,.026483109,.13513605,.89257902,19220,0,0,0
highgap17,first_stage,has_data_content,p2,-.0001023195833362,.022435177,-.0045606764,.99636364,19220,0,0,0
highgap17,first_stage,has_data_content,p3,-.0025113893487415,.056793429,-.044219717,.96475351,19220,0,0,0
highgap17,first_stage,ln_n_paragraphs,m2,.0215700448857975,.085108966,.25344032,.80007106,19220,0,0,0
highgap17,first_stage,ln_n_paragraphs,m3,.1648744360184931,.11593718,1.4221015,.15585309,19220,0,0,0
highgap17,first_stage,ln_n_paragraphs,p0,-.0035343734353744,.13479856,-.02621967,.97909647,19220,0,0,0
highgap17,first_stage,ln_n_paragraphs,p1,-.1909397774682739,.10327086,-1.8489223,.06527973,19220,1,0,0
highgap17,first_stage,ln_n_paragraphs,p2,-.0885330559347953,.1327555,-.66688806,.50526613,19220,0,0,0
highgap17,first_stage,ln_n_paragraphs,p3,-.1798083891151658,.12390938,-1.4511281,.14760543,19220,0,0,0
highgap17,first_stage,score1,m2,-.0794892395240001,.068189748,-1.1657066,.24449635,19220,0,0,0
highgap17,first_stage,score1,m3,-.0487760393946633,.092850365,-.5253188,.59968144,19220,0,0,0
highgap17,first_stage,score1,p0,-.0982973976006511,.10179616,-.96562976,.33487061,19220,0,0,0
highgap17,first_stage,score1,p1,-.0770733252171158,.070095398,-1.0995489,.27225536,19220,0,0,0
highgap17,first_stage,score1,p2,-.0803760557519097,.053941499,-1.4900597,.1370745,19220,0,0,0
highgap17,first_stage,score1,p3,-.0976689748009161,.085690223,-1.1397914,.25512272,19220,0,0,0
highgap17,first_stage,score2,m2,-.1188208833828726,.054365713,-2.185585,.02948273,19220,1,1,0
highgap17,first_stage,score2,m3,-.0486449196762798,.030838713,-1.5773978,.11557265,19220,0,0,0
highgap17,first_stage,score2,p0,-.0720117371163664,.04620374,-1.5585694,.11996732,19220,0,0,0
highgap17,first_stage,score2,p1,-.0741911411696174,.051060479,-1.4530052,.14708382,19220,0,0,0
highgap17,first_stage,score2,p2,-.135710940140412,.040459283,-3.3542597,.00087948551,19220,1,1,1
highgap17,first_stage,score2,p3,-.1097291957271228,.033799358,-3.2464876,.0012768139,19220,1,1,1
highgap17,first_stage,strict_at_d,m2,-.0436928288292382,.019552445,-2.2346478,.02604684,19222,1,1,0
highgap17,first_stage,strict_at_d,m3,-.0131787191609646,.017179495,-.76711911,.44350797,19222,0,0,0
highgap17,first_stage,strict_at_d,p0,-.0309204594817126,.011907525,-2.5967157,.0097934753,19222,1,1,1
highgap17,first_stage,strict_at_d,p1,.0299015194684804,.020606562,1.4510678,.14762221,19222,0,0,0
highgap17,first_stage,strict_at_d,p2,-.001367457926146,.016635995,-.082198747,.93453383,19222,0,0,0
highgap17,first_stage,strict_at_d,p3,-.0384849470119978,.018488837,-2.0815234,.03808438,19222,1,1,0
highgap17,first_stage,strict_at_kw,m2,-.0035783775064507,.0017401354,-2.0563788,.040458467,19222,1,1,0
highgap17,first_stage,strict_at_kw,m3,-.0017590583876781,.0016776167,-1.0485461,.29508278,19222,0,0,0
highgap17,first_stage,strict_at_kw,p0,.0040703762289107,.0015663628,2.5986164,.0097404234,19222,1,1,1
highgap17,first_stage,strict_at_kw,p1,.007842267515728,.004230686,1.8536633,.064596221,19222,1,0,0
highgap17,first_stage,strict_at_kw,p2,.0093127596748299,.012731713,.73146164,.46496785,19222,0,0,0
highgap17,first_stage,strict_at_kw,p3,.0198686288694846,.0084823994,2.3423359,.019701712,19222,1,1,0
highgap17,mismatch_x,NarrHardGap_direct_v1,m2,-.0184496558384841,.018314974,-1.0073537,.31443402,19222,0,0,0
highgap17,mismatch_x,NarrHardGap_direct_v1,m3,.0465090307313429,.012779021,3.639483,.00031270491,19222,1,1,1
highgap17,mismatch_x,NarrHardGap_direct_v1,p0,-.0503376438658545,.016532468,-3.044775,.0024980442,19222,1,1,1
highgap17,mismatch_x,NarrHardGap_direct_v1,p1,-.0941354811360965,.020371471,-4.6209469,5.3103749e-06,19222,1,1,1
highgap17,mismatch_x,NarrHardGap_direct_v1,p2,-.1039302268502512,.019749837,-5.2623334,2.4348273e-07,19222,1,1,1
highgap17,mismatch_x,NarrHardGap_direct_v1,p3,-.0852144585846349,.017791715,-4.7895589,2.4368051e-06,19222,1,1,1
highgap17,mismatch_x,NarrHardVerified_direct_v1,m2,-.0445405177379615,.029255742,-1.5224539,.12876363,19222,0,0,0
highgap17,mismatch_x,NarrHardVerified_direct_v1,m3,-.0891684743310248,.029343655,-3.038765,.0025471407,19222,1,1,1
highgap17,mismatch_x,NarrHardVerified_direct_v1,p0,-.0344724759193448,.024686072,-1.3964342,.16343471,19222,0,0,0
highgap17,mismatch_x,NarrHardVerified_direct_v1,p1,.0077101282917821,.031299703,.24633232,.80556387,19222,0,0,0
highgap17,mismatch_x,NarrHardVerified_direct_v1,p2,-.0248965853497728,.040230803,-.61884385,.53640628,19222,0,0,0
highgap17,mismatch_x,NarrHardVerified_direct_v1,p3,-.0278422021150282,.059103396,-.47107616,.63786852,19222,0,0,0
highgap17,mismatch_x,NarrHardWashing_direct_v1,m2,-.0162944435966359,.016344767,-.99692112,.31946507,19222,0,0,0
highgap17,mismatch_x,NarrHardWashing_direct_v1,m3,.0397434922153193,.015157889,2.6219676,.0091093266,19222,1,1,1
highgap17,mismatch_x,NarrHardWashing_direct_v1,p0,-.0161787775367927,.020496264,-.78935254,.43041986,19222,0,0,0
highgap17,mismatch_x,NarrHardWashing_direct_v1,p1,-.0252687175044761,.028428115,-.88886362,.37466341,19222,0,0,0
highgap17,mismatch_x,NarrHardWashing_direct_v1,p2,-.0173019331695689,.029619491,-.58414012,.55948788,19222,0,0,0
highgap17,mismatch_x,NarrHardWashing_direct_v1,p3,-.0190579376781309,.020674996,-.92178679,.35725036,19222,0,0,0
highgap17,pricing_efficiency,PriceDelay,m2,.012997579753654,.012772048,1.0176582,.30951634,19222,0,0,0
highgap17,pricing_efficiency,PriceDelay,m3,-.0012724521231707,.010008298,-.1271397,.89890003,19222,0,0,0
highgap17,pricing_efficiency,PriceDelay,p0,.0047950988076877,.011838268,.40505069,.68567818,19222,0,0,0
highgap17,pricing_efficiency,PriceDelay,p1,.000179063585365,.015289007,.011711918,.99066186,19222,0,0,0
highgap17,pricing_efficiency,PriceDelay,p2,-.0010916041789525,.012377151,-.0881951,.92977011,19222,0,0,0
highgap17,pricing_efficiency,PriceDelay,p3,-.0061996232238472,.012692022,-.48846617,.62551385,19222,0,0,0
highgap17,pricing_efficiency,SYNCH,m2,-.0393462815208652,.087481067,-.44976911,.65314466,19207,0,0,0
highgap17,pricing_efficiency,SYNCH,m3,.007617727669055,.063407339,.12013952,.90443891,19207,0,0,0
highgap17,pricing_efficiency,SYNCH,p0,-.0279968678606886,.038674809,-.72390449,.46958935,19207,0,0,0
highgap17,pricing_efficiency,SYNCH,p1,-.015215395279831,.046780627,-.32524991,.74517882,19207,0,0,0
highgap17,pricing_efficiency,SYNCH,p2,.0325375918283024,.042827748,.75973159,.44790679,19207,0,0,0
highgap17,pricing_efficiency,SYNCH,p3,.0123030261811142,.061145939,.20120758,.84064865,19207,0,0,0
highgap17,valuation,TobinQ,m2,-.0626199401322889,.044910885,-1.3943155,.16407281,19222,0,0,0
highgap17,valuation,TobinQ,m3,-.1751640426597378,.059584107,-2.9397779,.0034941782,19222,1,1,1
highgap17,valuation,TobinQ,p0,-.087014303819088,.051787313,-1.6802243,.093771622,19222,1,0,0
highgap17,valuation,TobinQ,p1,-.0664944927256688,.099659629,-.66721594,.50505698,19222,0,0,0
highgap17,valuation,TobinQ,p2,-.035306478241357,.11688879,-.30205187,.76278502,19222,0,0,0
highgap17,valuation,TobinQ,p3,.1117907953039004,.091617368,1.2201922,.22318196,19222,0,0,0
wany17,analyst_info,Analyst,m2,.1157248310705806,.024475176,4.7282534,3.2431042e-06,19222,1,1,1
wany17,analyst_info,Analyst,m3,.198663145360298,.048111998,4.1291809,.000045186142,19222,1,1,1
wany17,analyst_info,Analyst,p0,-.0430824390290462,.031882048,-1.3513072,.17743632,19222,0,0,0
wany17,analyst_info,Analyst,p1,-.0044513801546807,.050558515,-.088044129,.92989004,19222,0,0,0
wany17,analyst_info,Analyst,p2,-.0105306286407261,.048704617,-.21621417,.82894194,19222,0,0,0
wany17,analyst_info,Analyst,p3,-.0461704614220562,.044020403,-1.0488423,.29494661,19222,0,0,0
wany17,analyst_info,RatingDisp,m2,-.0014265926140111,.020015894,-.071272992,.94322848,10048,0,0,0
wany17,analyst_info,RatingDisp,m3,.0155517163526134,.016561033,.93905473,.34846571,10048,0,0,0
wany17,analyst_info,RatingDisp,p0,.0348692253906998,.027012426,1.2908587,.19775659,10048,0,0,0
wany17,analyst_info,RatingDisp,p1,.0193536583785642,.031154614,.6212132,.53493583,10048,0,0,0
wany17,analyst_info,RatingDisp,p2,.0188960173685163,.023816392,.79340386,.42817596,10048,0,0,0
wany17,analyst_info,RatingDisp,p3,.0164897425436147,.020327976,.81118464,.4179092,10048,0,0,0
