x_name,y_family,y_name,spec,coef,se,t_stat,p_value,N,positives,sig_10,sig_05,sig_01
dip_wstr,analyst_info,RatingDisp,dataip_ddd_provclu,.004596925599772,.010145265,.45311046,.65362489,11905,849,0,0,0
dip_wstr,analyst_info,ReportFreq,dataip_ddd_provclu,-.0347032660215675,.032902557,-1.0547286,.29970086,12451,872,0,0,0
dip_wstr,audit_accounting,AuditFee,dataip_ddd_provclu,-.0245155435503183,.0057277642,-4.2801242,.00016674871,22068,1365,1,1,1
dip_wstr,capital_allocation,InvestIneff,dataip_ddd_provclu,-.0015151838637124,.0024880958,-.60897332,.54697931,19209,1314,0,0,0
dip_wstr,financing_constraint,SA,dataip_ddd_provclu,-.0021340289996334,.0015343868,-1.3908025,.17418899,22096,1365,0,0,0
dip_wstr,investor_attention,InstHold,dataip_ddd_provclu,-.6814975891988556,.21199307,-3.2147164,.003045992,22080,1365,1,1,1
dip_wstr,investor_attention,InstStable,dataip_ddd_provclu,-.2860239880578213,.17826818,-1.604459,.1187539,22080,1365,0,0,0
dip_wstr,operating_resilience,CashFlowVol,dataip_ddd_provclu,.0011104269726075,.00079273147,1.4007605,.1712167,22096,1365,0,0,0
dip_wstr,pricing_efficiency,PriceDelay,dataip_ddd_provclu,.0086663929349768,.0025272968,3.4291158,.001731817,22096,1365,1,1,1
dip_wstr,productivity,TFP,dataip_ddd_provclu,,,,,0,0,,,
dip_wstr,supply_chain,SCConc,dataip_ddd_provclu,-.0792547385733419,.17460981,-.45389625,.65306538,21939,1361,0,0,0
dip_wstr,supply_chain,SuppConc,dataip_ddd_provclu,-.4354555706312533,.27972946,-1.5567025,.12969263,21886,1361,0,0,0
dip_wstr,valuation,TobinQ,dataip_ddd_provclu,.0933687607889595,.030435834,3.0677247,.0044511086,22096,1365,1,1,1
