x_name,y_family,y_name,spec,coef,se,t_stat,p_value,N,positives,sig_10,sig_05,sig_01
NHHush_direct_v1_s,analyst_info,Analyst,firm_yearFE_lagX,-.0047983019087984,.028345147,-.16928124,.86561102,37294,1794,0,0,0
NHHush_direct_v1_s,analyst_info,FcstAcc,firm_yearFE_lagX,-.0796875143166058,.29650605,-.26875511,.78817904,21137,912,0,0,0
NHHush_direct_v1_s,analyst_info,ForecastDisp,firm_yearFE_lagX,.0133587505674974,.0089900009,1.4859565,.13764237,19126,826,0,0,0
NHHush_direct_v1_s,analyst_info,RatingDisp,firm_yearFE_lagX,-.00094559208629,.0093892254,-.10071035,.91980237,22842,999,0,0,0
NHHush_direct_v1_s,analyst_info,ReportFreq,firm_yearFE_lagX,-.0562711726594263,.039209168,-1.4351535,.15158212,24046,1049,0,0,0
NHHush_direct_v1_s,audit_accounting,AuditFee,firm_yearFE_lagX,.0169249084934953,.0082665412,2.047399,.040890086,37211,1789,1,1,0
NHHush_direct_v1_s,audit_accounting,absDA,firm_yearFE_lagX,-.0017276430594456,.0029706331,-.58157402,.56118202,12530,419,0,0,0
NHHush_direct_v1_s,capital_allocation,InvestIneff,firm_yearFE_lagX,.0004961558859039,.002825455,.17560212,.86065781,31309,1503,0,0,0
NHHush_direct_v1_s,financing_constraint,SA,firm_yearFE_lagX,.0014112731902848,.0012978421,1.0873997,.27713254,37294,1794,0,0,0
NHHush_direct_v1_s,investor_attention,InstHold,firm_yearFE_lagX,.4985217518583506,.27464554,1.815146,.069812767,37267,1792,1,0,0
NHHush_direct_v1_s,investor_attention,InstStable,firm_yearFE_lagX,-.0584000736353928,.13402975,-.43572471,.66313422,37267,1792,0,0,0
NHHush_direct_v1_s,operating_resilience,CashFlowVol,firm_yearFE_lagX,.0012573094152205,.0010198442,1.2328446,.21793494,37294,1794,0,0,0
NHHush_direct_v1_s,pricing_efficiency,PriceDelay,firm_yearFE_lagX,.0033795352064415,.0030953828,1.0917988,.27519488,37294,1794,0,0,0
NHHush_direct_v1_s,productivity,TFP,firm_yearFE_lagX,-.0615652908098945,.025113996,-2.4514334,.014914052,5951,200,1,1,0
NHHush_direct_v1_s,supply_chain,SCConc,firm_yearFE_lagX,.3827213241679147,.3757259,1.0186185,.30864105,36321,1780,0,0,0
NHHush_direct_v1_s,supply_chain,SuppConc,firm_yearFE_lagX,-.163269397811486,.43270397,-.37732354,.70601773,34366,1758,0,0,0
NHHush_direct_v1_s,valuation,TobinQ,firm_yearFE_lagX,.0808832435854799,.026123207,3.0962219,.002016796,37294,1794,1,1,1
NHVer_direct_v1_s,analyst_info,Analyst,firm_yearFE_lagX,.1112397109216966,.034067653,3.265259,.0011322468,37294,1988,1,1,1
NHVer_direct_v1_s,analyst_info,FcstAcc,firm_yearFE_lagX,-.0871817891354519,.30495089,-.28588796,.775029,21137,1176,0,0,0
NHVer_direct_v1_s,analyst_info,ForecastDisp,firm_yearFE_lagX,-.0138920606140957,.009136592,-1.520486,.12874167,19126,1077,0,0,0
NHVer_direct_v1_s,analyst_info,RatingDisp,firm_yearFE_lagX,.029883461175777,.011310377,2.6421278,.0083785905,22842,1268,1,1,1
NHVer_direct_v1_s,analyst_info,ReportFreq,firm_yearFE_lagX,.0601872307697332,.040281639,1.4941605,.13547544,24046,1333,0,0,0
NHVer_direct_v1_s,audit_accounting,AuditFee,firm_yearFE_lagX,-.0090754396683403,.0082560442,-1.0992479,.27193499,37211,1980,0,0,0
NHVer_direct_v1_s,audit_accounting,absDA,firm_yearFE_lagX,-.0030371310312888,.0030061228,-1.0103151,.31295666,12530,559,0,0,0
NHVer_direct_v1_s,capital_allocation,InvestIneff,firm_yearFE_lagX,-.0056443554718421,.0031223651,-1.8077179,.071083874,31309,1690,1,0,0
NHVer_direct_v1_s,financing_constraint,SA,firm_yearFE_lagX,-.0007733484637372,.0014389394,-.5374434,.59108567,37294,1988,0,0,0
NHVer_direct_v1_s,investor_attention,InstHold,firm_yearFE_lagX,.0421773877762821,.31761107,.13279571,.89438272,37267,1987,0,0,0
NHVer_direct_v1_s,investor_attention,InstStable,firm_yearFE_lagX,.2339407671231065,.15231271,1.5359242,.12488579,37267,1987,0,0,0
NHVer_direct_v1_s,operating_resilience,CashFlowVol,firm_yearFE_lagX,-.0012946125625515,.0010931179,-1.1843302,.2365749,37294,1988,0,0,0
NHVer_direct_v1_s,pricing_efficiency,PriceDelay,firm_yearFE_lagX,-6.42358106560e-06,.0031790677,-.0020205863,.99838823,37294,1988,0,0,0
NHVer_direct_v1_s,productivity,TFP,firm_yearFE_lagX,.0807617324109312,.030334085,2.6624088,.0082616704,5951,306,1,1,1
