Spec,coef,se,t,p,ci_lo,ci_hi,N
DML-27X,-0.0029281919012232,0.0004502564359245,-6.5033871091935875,7.85313610669857e-11,-0.0038106782994427,-0.0020457055030037,35666
DML-27X-ln,-0.0039706066795896,0.0005521308845922,-7.1914228861189375,6.411954552692277e-13,-0.0050527633281427,-0.0028884500310366,35666
DML-27X-sub,-0.003926137955033,0.000544404533539,-7.211802461507991,5.52160376624682e-13,-0.0049931512337898,-0.0028591246762761,35666
DML-27X-SYNCH,0.0276474454278069,0.0028638915065972,9.65380335257758,4.736567528056278e-22,0.0220343212192461,0.0332605696363676,35614
DU-llm,-0.0042396479455554,0.0006681769537457,-6.34509754008735,2.2228456537283638e-10,-0.0055492507101968,-0.002930045180914,35695
LLM-binary,-0.0042335598467085,0.0012235741206335,-3.4599945972348776,0.0005401862262052,-0.0066317210555655,-0.0018353986378514,35695
DU-llm-SYNCH,0.0325910496460201,0.0040840691650014,7.980043512805935,1.4628171341610901e-15,0.0245864211722468,0.0405956781197935,35643
LLM-binary-SYNCH,0.0435234841125344,0.0075079744779081,5.7969675097591375,6.7524766697923314e-09,0.0288081245389885,0.0582388436860803,35643
